rh.aparc.DKTatlas.area	rh_caudalanteriorcingulate_area	rh_caudalmiddlefrontal_area	rh_cuneus_area	rh_entorhinal_area	rh_fusiform_area	rh_inferiorparietal_area	rh_inferiortemporal_area	rh_isthmuscingulate_area	rh_lateraloccipital_area	rh_lateralorbitofrontal_area	rh_lingual_area	rh_medialorbitofrontal_area	rh_middletemporal_area	rh_parahippocampal_area	rh_paracentral_area	rh_parsopercularis_area	rh_parsorbitalis_area	rh_parstriangularis_area	rh_pericalcarine_area	rh_postcentral_area	rh_posteriorcingulate_area	rh_precentral_area	rh_precuneus_area	rh_rostralanteriorcingulate_area	rh_rostralmiddlefrontal_area	rh_superiorfrontal_area	rh_superiorparietal_area	rh_superiortemporal_area	rh_supramarginal_area	rh_transversetemporal_area	rh_insula_area	rh_WhiteSurfArea_area	BrainSegVolNotVent	eTIV	rh_temporalpole_area
m000206/	838.0	2269.0	1970.0	376.0	2832.0	5329.0	3809.0	902.0	4368.0	3032.0	2653.0	1349.0	4420.0	678.0	1531.0	1537.0	744.0	1813.0	1238.0	4829.0	1540.0	4329.0	4457.0	776.0	3893.0	8393.0	5308.0	4504.0	3677.0	308.0	1920.0	85623.4	1158447.0	1064809.56792	0.0
m000212/	555.0	2223.0	2034.0	321.0	1865.0	4463.0	2732.0	1030.0	4528.0	2280.0	3139.0	1022.0	3519.0	564.0	1431.0	1502.0	572.0	1284.0	1022.0	4157.0	1149.0	4256.0	4128.0	612.0	4079.0	7134.0	3785.0	4024.0	2895.0	320.0	1493.0	74119.3	1039261.0	1240636.52724	0.0
m000234/	751.0	1770.0	2304.0	348.0	3031.0	6596.0	3253.0	1191.0	5451.0	3047.0	2797.0	1531.0	4512.0	734.0	1973.0	1486.0	612.0	1614.0	1287.0	4742.0	1366.0	4794.0	4385.0	797.0	5111.0	9720.0	4587.0	5175.0	3762.0	390.0	1884.0	90999.5	1269438.0	1166056.95366	0.0
m000270/	617.0	2456.0	2153.0	219.0	2787.0	4681.0	3244.0	959.0	4981.0	3308.0	2942.0	1445.0	4513.0	719.0	1577.0	2167.0	671.0	1896.0	1446.0	4378.0	1327.0	4475.0	4663.0	697.0	4381.0	9370.0	4703.0	4862.0	3057.0	406.0	1904.0	87004.9	1097004.0	1058075.34852	0.0
m000320/	870.0	2122.0	2162.0	302.0	2818.0	5153.0	3595.0	1163.0	4744.0	2866.0	3215.0	1388.0	5046.0	776.0	1555.0	1733.0	610.0	1558.0	1468.0	5472.0	1470.0	4488.0	4489.0	745.0	4592.0	8547.0	4970.0	5099.0	4009.0	382.0	2021.0	89426.4	1203905.0	1465340.74196	0.0
m000348/	690.0	1841.0	1766.0	381.0	2310.0	4939.0	3446.0	1144.0	4620.0	2034.0	3173.0	1101.0	4273.0	534.0	1467.0	1272.0	573.0	1262.0	1073.0	3984.0	1183.0	4015.0	3560.0	537.0	3587.0	7108.0	4092.0	4379.0	2993.0	257.0	1651.0	75246.3	1047960.0	1321150.75009	0.0
m000389/	788.0	2542.0	1834.0	315.0	2570.0	6169.0	3745.0	1086.0	5319.0	3205.0	2486.0	1582.0	4682.0	599.0	1422.0	1747.0	529.0	1492.0	1175.0	5198.0	1369.0	4650.0	4230.0	668.0	5007.0	9340.0	4533.0	5161.0	3508.0	374.0	1791.0	89117.7	1199622.0	1155217.59655	0.0
m000392/	726.0	2131.0	2155.0	333.0	2187.0	5090.0	2951.0	949.0	4385.0	2511.0	2738.0	1221.0	4214.0	598.0	1709.0	1525.0	663.0	1315.0	1282.0	5288.0	1195.0	4745.0	3958.0	707.0	3902.0	8187.0	4678.0	4759.0	3920.0	345.0	1807.0	82172.5	1096915.0	982293.278862	0.0
m000394/	744.0	2546.0	1769.0	351.0	2228.0	5791.0	3333.0	893.0	5153.0	2024.0	2740.0	1124.0	3924.0	554.0	1869.0	1784.0	473.0	1302.0	1133.0	4900.0	1464.0	4600.0	3787.0	643.0	3519.0	7852.0	4748.0	4447.0	3801.0	302.0	1584.0	81384.2	1139721.0	1506314.77959	0.0
m000430/	673.0	2402.0	1915.0	359.0	2309.0	4822.0	3468.0	1209.0	4693.0	2947.0	2553.0	1185.0	4262.0	567.0	1501.0	1655.0	768.0	1303.0	1483.0	4300.0	1140.0	4854.0	3991.0	596.0	3514.0	8743.0	4049.0	5051.0	3531.0	440.0	1924.0	82210.9	1098569.0	1074485.73361	0.0
m077677/	514.0	2023.0	1612.0	252.0	2176.0	4734.0	3188.0	931.0	5050.0	2458.0	2215.0	1091.0	3552.0	501.0	1208.0	1570.0	488.0	1284.0	838.0	4151.0	1083.0	4093.0	3956.0	590.0	3005.0	6819.0	4357.0	4478.0	3172.0	321.0	1596.0	73304.5	1038404.0	1264671.47097	0.0
m077764/	624.0	1760.0	1419.0	247.0	1916.0	3510.0	2525.0	706.0	3483.0	1703.0	2054.0	956.0	3242.0	457.0	1377.0	1166.0	497.0	1113.0	895.0	3822.0	1052.0	3727.0	2976.0	457.0	2740.0	6268.0	3413.0	3475.0	2740.0	249.0	1518.0	62086.9	893383.0	1223196.65883	0.0
m077780/	824.0	1790.0	1916.0	360.0	2603.0	5529.0	3219.0	1099.0	4835.0	2482.0	2601.0	1294.0	4062.0	708.0	1600.0	1505.0	601.0	1688.0	1109.0	4316.0	1666.0	3841.0	4092.0	626.0	4188.0	8001.0	4414.0	4200.0	2964.0	323.0	1756.0	80212.6	1115492.0	1357381.1845	0.0
m078098/	671.0	1850.0	1775.0	256.0	2171.0	5076.0	2960.0	847.0	4091.0	1905.0	2394.0	918.0	3594.0	549.0	1265.0	1203.0	464.0	1248.0	962.0	3731.0	1060.0	3869.0	4381.0	513.0	2947.0	7096.0	4123.0	4465.0	3514.0	350.0	1615.0	71864.8	929788.0	1160881.19664	0.0
m078271/	519.0	1937.0	2237.0	283.0	2465.0	3949.0	2627.0	901.0	4859.0	2056.0	2486.0	1035.0	3456.0	574.0	1380.0	1274.0	524.0	1222.0	1350.0	4415.0	1090.0	4588.0	3855.0	460.0	3222.0	6538.0	4090.0	4234.0	3843.0	325.0	1460.0	73256.6	1000332.0	1296583.11287	0.0
m078681/	569.0	1990.0	1748.0	312.0	2223.0	4927.0	2615.0	848.0	4454.0	2263.0	2476.0	1157.0	2982.0	554.0	1314.0	1341.0	533.0	1139.0	1126.0	4279.0	974.0	3761.0	3805.0	467.0	3335.0	6604.0	4147.0	4035.0	3214.0	320.0	1695.0	71209.4	964151.0	1146539.14313	0.0
m078683/	532.0	1843.0	1737.0	311.0	2045.0	4686.0	3275.0	877.0	4702.0	2007.0	2838.0	1019.0	3913.0	588.0	1543.0	1264.0	447.0	1128.0	1617.0	4210.0	1087.0	4371.0	3124.0	510.0	3309.0	7294.0	3547.0	3943.0	3271.0	306.0	1582.0	72931.2	994696.0	1083967.59144	0.0
m078685/	674.0	2261.0	2232.0	272.0	2425.0	5435.0	3060.0	893.0	5111.0	2747.0	3248.0	1337.0	3916.0	679.0	1964.0	2124.0	643.0	1542.0	1425.0	4978.0	1275.0	4657.0	4384.0	655.0	3961.0	8850.0	4415.0	4505.0	3529.0	380.0	1965.0	85544.1	1130721.0	1102939.44968	0.0
m079271/	797.0	1808.0	1882.0	284.0	2253.0	5256.0	2806.0	908.0	4542.0	2373.0	2333.0	1245.0	3404.0	642.0	1472.0	1243.0	554.0	1215.0	1334.0	3872.0	1127.0	4194.0	3780.0	647.0	3535.0	7999.0	4286.0	4734.0	3454.0	350.0	1578.0	75905.7	751081.0	1377684.8205	0.0
m080832/	710.0	2082.0	1802.0	270.0	2211.0	5510.0	2689.0	814.0	4109.0	2259.0	2644.0	1038.0	3764.0	572.0	1570.0	1268.0	491.0	1200.0	1372.0	3980.0	1079.0	4520.0	3962.0	639.0	3074.0	7505.0	4590.0	4121.0	3152.0	373.0	1534.0	74902.9	981678.0	913558.835215	0.0
m080852/	611.0	1512.0	1389.0	243.0	1911.0	4047.0	2351.0	818.0	3670.0	1800.0	2101.0	755.0	3224.0	522.0	1330.0	997.0	530.0	1029.0	846.0	3297.0	1041.0	3297.0	3359.0	426.0	2777.0	5874.0	3232.0	3529.0	2375.0	245.0	1438.0	60574.1	831310.0	1066391.16706	0.0
m080853/	605.0	1749.0	1505.0	249.0	1870.0	4602.0	2723.0	754.0	3611.0	2372.0	2363.0	1143.0	3410.0	475.0	1606.0	1104.0	574.0	1056.0	1052.0	3957.0	1003.0	4438.0	3662.0	624.0	3109.0	6834.0	4236.0	3991.0	3143.0	312.0	1599.0	69729.3	936585.0	1058016.64185	0.0
m080858/	617.0	1955.0	2033.0	286.0	2780.0	4863.0	3453.0	780.0	4982.0	2152.0	2426.0	1143.0	4122.0	619.0	1304.0	1243.0	518.0	1039.0	1291.0	4259.0	1157.0	4390.0	3946.0	650.0	3549.0	7609.0	4424.0	4401.0	3195.0	333.0	1610.0	77130.0	1037161.0	1256941.12641	0.0
m080859/	450.0	1412.0	1432.0	277.0	2221.0	3489.0	2298.0	776.0	3511.0	1687.0	2462.0	817.0	2616.0	586.0	1125.0	1092.0	465.0	1141.0	1045.0	3372.0	789.0	3363.0	3320.0	398.0	2997.0	5657.0	3891.0	3403.0	2743.0	269.0	1436.0	60539.4	820711.0	1087560.01609	0.0
m080907/	591.0	1832.0	1901.0	269.0	2139.0	5205.0	2811.0	1040.0	4822.0	2708.0	2351.0	1278.0	3387.0	597.0	1494.0	1370.0	541.0	990.0	1287.0	3578.0	1201.0	4122.0	3621.0	562.0	3143.0	8264.0	3285.0	4115.0	2602.0	269.0	1597.0	72971.9	1003600.0	1230396.32355	0.0
m080917/	900.0	1476.0	1804.0	302.0	2744.0	5339.0	3203.0	807.0	4768.0	2471.0	2421.0	1157.0	4332.0	610.0	1386.0	1204.0	539.0	1254.0	1045.0	4772.0	1028.0	3600.0	4588.0	945.0	3970.0	8707.0	4588.0	4465.0	3288.0	285.0	1622.0	79621.9	1053811.0	1300903.59127	0.0
m080943/	413.0	1548.0	1404.0	223.0	1789.0	3958.0	2377.0	756.0	3283.0	1662.0	1826.0	879.0	2623.0	507.0	1392.0	1076.0	490.0	1110.0	792.0	3360.0	936.0	3690.0	2948.0	493.0	2690.0	6569.0	3619.0	3493.0	2740.0	296.0	1525.0	60465.7	861212.0	1102017.84606	0.0
m080946/	730.0	2185.0	2119.0	258.0	2318.0	4738.0	3274.0	980.0	5008.0	2582.0	3048.0	1299.0	3822.0	584.0	1490.0	1752.0	654.0	1643.0	1492.0	4561.0	1171.0	4937.0	4481.0	634.0	3744.0	7974.0	3741.0	4511.0	3131.0	334.0	1839.0	81034.0	1085545.0	1136180.88405	0.0
m080947/	738.0	1613.0	1749.0	299.0	2433.0	5049.0	2971.0	826.0	4976.0	2275.0	2765.0	1163.0	3978.0	708.0	1861.0	1372.0	525.0	1479.0	1272.0	4265.0	1121.0	4113.0	3811.0	669.0	4543.0	7890.0	4258.0	4635.0	2576.0	366.0	1555.0	77852.6	1077539.0	1082411.10515	0.0
m080966/	635.0	1988.0	1824.0	316.0	2376.0	5145.0	3408.0	879.0	4295.0	2240.0	2773.0	1183.0	4225.0	600.0	1491.0	1466.0	603.0	1364.0	1005.0	3898.0	1160.0	4054.0	4094.0	588.0	3870.0	8693.0	4034.0	4197.0	2652.0	291.0	1686.0	77035.2	1064076.0	1225089.31292	0.0
m082058/	756.0	2130.0	2161.0	306.0	2256.0	4570.0	3151.0	1103.0	4776.0	2785.0	3298.0	1206.0	3938.0	688.0	1610.0	1433.0	596.0	1076.0	1829.0	4886.0	1235.0	4747.0	4701.0	765.0	3868.0	8947.0	4755.0	4183.0	3925.0	312.0	1693.0	83686.9	1137514.0	1438156.25984	0.0
m082060/	638.0	1761.0	1682.0	308.0	2157.0	6202.0	2902.0	885.0	4443.0	1940.0	2347.0	917.0	3723.0	593.0	1185.0	1238.0	487.0	1227.0	954.0	4896.0	1059.0	4233.0	3878.0	542.0	3799.0	7092.0	4518.0	4393.0	3472.0	326.0	1705.0	75498.5	1042651.0	1131139.07058	0.0
m082087/	451.0	1989.0	1176.0	283.0	2312.0	4390.0	2923.0	885.0	3492.0	1991.0	1775.0	1085.0	3436.0	694.0	1521.0	1677.0	446.0	1578.0	742.0	3599.0	1026.0	4028.0	3643.0	512.0	3086.0	7196.0	4206.0	3931.0	2841.0	299.0	1599.0	68812.9	912599.0	930645.865926	0.0
m082121/	468.0	1431.0	1294.0	268.0	1815.0	4273.0	2343.0	748.0	3483.0	1821.0	1888.0	647.0	2764.0	466.0	1143.0	1114.0	410.0	1125.0	735.0	3605.0	856.0	3470.0	3002.0	373.0	2447.0	5314.0	3385.0	3365.0	2495.0	266.0	1425.0	58239.7	769743.0	870869.781527	0.0
m082128/	600.0	1751.0	1517.0	275.0	1962.0	4522.0	2583.0	713.0	3849.0	1877.0	2269.0	1058.0	3611.0	678.0	1122.0	1433.0	421.0	1065.0	967.0	3630.0	1099.0	3426.0	3253.0	479.0	3297.0	6384.0	4075.0	3918.0	2921.0	281.0	1504.0	66536.7	916450.0	1145426.52381	0.0
m082139/	415.0	1690.0	1402.0	218.0	1918.0	3200.0	1739.0	696.0	3430.0	1164.0	2125.0	650.0	2587.0	423.0	1185.0	1016.0	410.0	789.0	823.0	3296.0	839.0	3222.0	3008.0	254.0	2035.0	5257.0	3406.0	3081.0	2369.0	280.0	1331.0	54256.8	765373.0	1020693.79234	0.0
m082160/	951.0	2934.0	1861.0	462.0	3228.0	5502.0	4302.0	1150.0	5744.0	3564.0	2415.0	1505.0	5271.0	799.0	1622.0	2060.0	853.0	1881.0	891.0	5536.0	1627.0	4744.0	4608.0	835.0	5166.0	12115.0	5101.0	5527.0	3905.0	383.0	2137.0	98679.5	1297994.0	1268663.55576	0.0
m083010/	551.0	1601.0	1685.0	305.0	2063.0	4740.0	2781.0	1017.0	4189.0	1908.0	2652.0	1071.0	3479.0	534.0	1382.0	1431.0	474.0	1545.0	1312.0	3410.0	1074.0	3515.0	3458.0	449.0	3221.0	6530.0	4218.0	4192.0	2935.0	271.0	1684.0	69675.5	991817.0	1152062.93851	0.0
m084479/	751.0	2175.0	1844.0	359.0	2729.0	5717.0	3329.0	1073.0	5054.0	2509.0	2680.0	1115.0	3794.0	553.0	1505.0	1726.0	743.0	1322.0	1316.0	4806.0	1346.0	4849.0	4018.0	825.0	3993.0	8210.0	4895.0	4752.0	4015.0	325.0	1720.0	84045.8	1143471.0	1093705.018	0.0
m084636/	820.0	2204.0	1602.0	319.0	2559.0	5346.0	3278.0	1007.0	4736.0	2436.0	2858.0	1088.0	3668.0	563.0	1577.0	1337.0	584.0	1176.0	1177.0	4125.0	1435.0	4278.0	3722.0	810.0	4088.0	8063.0	4658.0	4285.0	3165.0	298.0	1639.0	78900.2	1068697.0	1395627.71542	0.0
m085054/	784.0	1912.0	1734.0	267.0	2321.0	5939.0	3050.0	972.0	4452.0	2380.0	2351.0	1255.0	4105.0	527.0	1705.0	1333.0	699.0	1441.0	1133.0	4372.0	1555.0	4453.0	4278.0	669.0	3486.0	8140.0	4043.0	4345.0	3179.0	291.0	1800.0	78969.8	1118061.0	1198771.75934	0.0
m085212/	615.0	1855.0	1676.0	230.0	1932.0	5710.0	2827.0	902.0	4441.0	2463.0	2440.0	1012.0	3642.0	592.0	1546.0	1462.0	593.0	1512.0	1246.0	4273.0	1194.0	4306.0	3994.0	513.0	3567.0	7657.0	5097.0	4414.0	3341.0	318.0	1683.0	77052.8	1064231.0	1285032.03333	0.0
